-2.50	-2.10	0.0	30.0		0.001	0.000	0.000
-2.50	-2.10	30.0	32.0		0.014	0.001	0.001
-2.50	-2.10	32.0	33.0		0.097	0.003	0.003
-2.50	-2.10	33.0	34.0		0.277	0.005	0.005
-2.50	-2.10	34.0	35.0		0.496	0.005	0.005
-2.50	-2.10	35.0	36.0		0.654	0.005	0.004
-2.50	-2.10	36.0	37.0		0.729	0.004	0.004
-2.50	-2.10	37.0	38.0		0.775	0.004	0.004
-2.50	-2.10	38.0	40.0		0.799	0.002	0.002
-2.50	-2.10	40.0	45.0		0.832	0.001	0.001
-2.50	-2.10	45.0	50.0		0.854	0.001	0.001
-2.50	-2.10	50.0	60.0		0.860	0.002	0.002
-2.50	-2.10	60.0	100.0		0.871	0.003	0.003
-2.50	-2.10	100.0	200.0		0.893	0.009	0.008
-2.10	-1.57	0.0	30.0		0.003	0.000	0.000
-2.10	-1.57	30.0	32.0		0.038	0.001	0.001
-2.10	-1.57	32.0	33.0		0.260	0.003	0.004
-2.10	-1.57	33.0	34.0		0.555	0.004	0.004
-2.10	-1.57	34.0	35.0		0.716	0.003	0.003
-2.10	-1.57	35.0	36.0		0.775	0.003	0.003
-2.10	-1.57	36.0	37.0		0.809	0.002	0.002
-2.10	-1.57	37.0	38.0		0.829	0.002	0.002
-2.10	-1.57	38.0	40.0		0.846	0.001	0.001
-2.10	-1.57	40.0	45.0		0.875	0.001	0.001
-2.10	-1.57	45.0	50.0		0.896	0.001	0.001
-2.10	-1.57	50.0	60.0		0.906	0.001	0.001
-2.10	-1.57	60.0	100.0		0.921	0.002	0.002
-2.10	-1.57	100.0	200.0		0.942	0.004	0.004
-1.57	-1.44	0.0	30.0		0.019	0.001	0.001
-1.57	-1.44	30.0	32.0		0.105	0.004	0.004
-1.57	-1.44	32.0	33.0		0.236	0.007	0.008
-1.57	-1.44	33.0	34.0		0.389	0.008	0.008
-1.57	-1.44	34.0	35.0		0.515	0.008	0.008
-1.57	-1.44	35.0	36.0		0.572	0.007	0.007
-1.57	-1.44	36.0	37.0		0.634	0.007	0.007
-1.57	-1.44	37.0	38.0		0.667	0.006	0.006
-1.57	-1.44	38.0	40.0		0.717	0.004	0.004
-1.57	-1.44	40.0	45.0		0.758	0.002	0.002
-1.57	-1.44	45.0	50.0		0.791	0.003	0.003
-1.57	-1.44	50.0	60.0		0.804	0.004	0.004
-1.57	-1.44	60.0	100.0		0.823	0.007	0.007
-1.57	-1.44	100.0	200.0		0.845	0.017	0.016
-1.44	-0.80	0.0	30.0		0.003	0.000	0.000
-1.44	-0.80	30.0	32.0		0.017	0.001	0.001
-1.44	-0.80	32.0	33.0		0.162	0.002	0.002
-1.44	-0.80	33.0	34.0		0.445	0.003	0.003
-1.44	-0.80	34.0	35.0		0.627	0.002	0.002
-1.44	-0.80	35.0	36.0		0.696	0.002	0.002
-1.44	-0.80	36.0	37.0		0.725	0.002	0.002
-1.44	-0.80	37.0	38.0		0.741	0.002	0.002
-1.44	-0.80	38.0	40.0		0.765	0.001	0.001
-1.44	-0.80	40.0	45.0		0.798	0.001	0.001
-1.44	-0.80	45.0	50.0		0.818	0.001	0.001
-1.44	-0.80	50.0	60.0		0.838	0.001	0.001
-1.44	-0.80	60.0	100.0		0.862	0.002	0.002
-1.44	-0.80	100.0	200.0		0.895	0.004	0.004
-0.80	0.00	0.0	30.0		0.001	0.000	0.000
-0.80	0.00	30.0	32.0		0.010	0.000	0.000
-0.80	0.00	32.0	33.0		0.191	0.002	0.002
-0.80	0.00	33.0	34.0		0.589	0.002	0.002
-0.80	0.00	34.0	35.0		0.732	0.002	0.002
-0.80	0.00	35.0	36.0		0.757	0.002	0.002
-0.80	0.00	36.0	37.0		0.777	0.002	0.002
-0.80	0.00	37.0	38.0		0.785	0.001	0.001
-0.80	0.00	38.0	40.0		0.800	0.001	0.001
-0.80	0.00	40.0	45.0		0.819	0.001	0.001
-0.80	0.00	45.0	50.0		0.841	0.001	0.001
-0.80	0.00	50.0	60.0		0.856	0.001	0.001
-0.80	0.00	60.0	100.0		0.875	0.002	0.002
-0.80	0.00	100.0	200.0		0.897	0.003	0.003
0.00	0.80	0.0	30.0		0.001	0.000	0.000
0.00	0.80	30.0	32.0		0.010	0.000	0.000
0.00	0.80	32.0	33.0		0.192	0.002	0.002
0.00	0.80	33.0	34.0		0.584	0.002	0.002
0.00	0.80	34.0	35.0		0.724	0.002	0.002
0.00	0.80	35.0	36.0		0.748	0.002	0.002
0.00	0.80	36.0	37.0		0.763	0.002	0.002
0.00	0.80	37.0	38.0		0.773	0.001	0.001
0.00	0.80	38.0	40.0		0.784	0.001	0.001
0.00	0.80	40.0	45.0		0.802	0.001	0.001
0.00	0.80	45.0	50.0		0.823	0.001	0.001
0.00	0.80	50.0	60.0		0.838	0.001	0.001
0.00	0.80	60.0	100.0		0.857	0.002	0.002
0.00	0.80	100.0	200.0		0.879	0.004	0.004
0.80	1.44	0.0	30.0		0.001	0.000	0.000
0.80	1.44	30.0	32.0		0.014	0.001	0.001
0.80	1.44	32.0	33.0		0.158	0.002	0.002
0.80	1.44	33.0	34.0		0.441	0.003	0.003
0.80	1.44	34.0	35.0		0.618	0.002	0.002
0.80	1.44	35.0	36.0		0.675	0.002	0.002
0.80	1.44	36.0	37.0		0.707	0.002	0.002
0.80	1.44	37.0	38.0		0.728	0.002	0.002
0.80	1.44	38.0	40.0		0.752	0.001	0.001
0.80	1.44	40.0	45.0		0.787	0.001	0.001
0.80	1.44	45.0	50.0		0.807	0.001	0.001
